No;Kode;Mentah;"Sumber
TKPI 2019";Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;"Kalsium
Ca";"Fosfor
P";"Besi
Fe";"Natrium
Na";"Kalium
Ka";"Tembaga
Cu";"Seng
Zn";"Retino
Vit A";B-Kar;"Karoten
Total";"Thiamin
Vit. B1";"Ribovlavin
Vit. B2";Niasin;Vitamin C;BDD;Kelompok Makanan;Regulasi;;;;;;;;
;;;;(g);(kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;;;;;;;
690;ER066;Tunggal;Matoa, segar;76,5;90;1,2;0,1;21,1;0,5;1,1;20;40;0,6;10;190;0,3;0,6;-;2;-;0,18;0,09;0,5;54;40;Buah;KZGMI-2001;;;;;;;;
691;ER067;Tunggal;Melon, segar;90,8;37;0,6;0,4;7,8;1;0,5;12;14;0,4;167;167;0,3;0,1;-;1.000;-;0,02;0,1;-;0,2;58;Buah;BKP;;;;;;;;
692;ER068;Tunggal;Menteng, segar;79;65;1,7;0,3;16,1;-;2,9;13;20;0,8;-;-;-;-;-;-;-;-;-;-;-;64;Buah;DABM-1964;;;;;;;;
693;ER069;Tunggal;Nanas palembang, segar;85,5;58;0,7;0,2;13,3;1,6;0,3;29;15;0,6;7;117;0,03;0,1;-;17;-;0,26;0,03;0,2;11;53;Buah;KZGMI-2001;;;;;;;;
694;ER070;Tunggal;Nanas, segar;88,9;40;0,6;0,3;9,9;0,6;0,3;22;14;0,9;18;111;0,03;0,1;-;17;90;0,02;0,04;0,2;22;53;Buah;KZGPI-1990;;;;;;;;
695;ER071;Tunggal;Nangka masak pohon, segar;70;106;1,2;0,3;27,6;3,7;2,7;20;19;0,9;2;407;246,58;1,4;-;149;330;0,07;0,1;1;7;28;Buah;DABM-1964;;;;;;;;
696;ER072;Tunggal;Pala, daging, segar;88,1;42;0,3;0,2;10,9;0,5;0,5;32;24;1,5;-;-;-;-;-;-;29;-;-;-;22;30;Buah;DABM-1964;;;;;;;;
697;ER073;Tunggal;Pepaya, segar;86,7;46;0,5;12;12,2;1,6;0,6;23;12;1,7;4;221;0,02;0,3;-;1.038;365;0,04;0,06;0,4;78;75;Buah;DABM-1964;;;;;;;;
698;ER074;Tunggal;Pisang ambon, segar;72,9;108;1;0,8;24,3;1,9;1;20;30;0,2;10;-;0,2;0,2;-;37;-;0,05;0,11;0,1;9;75;Buah;KZGMI-2001;;;;;;;;
699;ER075;Tunggal;Pisang angleng (pisang ampyang), segar;80,3;68;1,3;0,2;17,2;0,8;1;10;26;0,6;23;215,7;0,04;0;-;9;76;0,08;0,05;2,5;6;75;Buah;DABM-1964;;;;;;;;
700;ER076;Tunggal;Pisang ayam, segar;71,2;120;1,1;0,2;26,8;4,1;0,7;20;61;0,4;6;392;0,1;0,3;-;24;-;0,1;0,02;1;26;75;Buah;KZGMI-2001;;;;;;;;
701;ER077;Tunggal;Pisang gapi, segar;66,3;127;2,1;0,3;31,1;11,7;1;-;40;0,3;40;392;-;0,3;-;16;-;0,18;0,02;0,3;13;75;Buah;KZGMI-2001;;;;;;;;
702;ER078;Tunggal;Pisang goroho, segar;69,4;115;1,9;0,2;27,9;4,6;1;-;30;0,2;36;359;-;0,3;-;15;-;0,15;0,02;1,1;10;75;Buah;KZGMI-2001;;;;;;;;
703;ER079;Tunggal;Pisang hijau, segar;68,9;117;2;0,3;28,9;0,4;1,1;-;37;0,9;31;529,4;0,28;0,6;-;48;-;0,13;0,06;-;13;72;Buah;KZGPI-1990;;;;;;;;
704;ER080;Tunggal;Pisang kayu, segar;74,4;100;1,4;0,5;23,6;2,6;0,6;15;-;0,1;1;493;0,08;0,3;-;3;-;0,1;-;0,6;11;75;Buah;KZGMI-2001;;;;;;;;
705;ER081;Tunggal;Pisang kepok, segar;71,9;109;0,8;0,5;26,3;5,7;1;10;30;0,5;10;300;0,1;0,2;-;-;-;0,1;-;0,1;9;75;Buah;KZGMI-2001;;;;;;;;
706;ER082;Tunggal;Pisang ketip, segar;63,4;145;1,1;0,3;34,5;6,6;0,7;5;54;0,1;4;726;0,15;0,5;-;3;-;0,13;0,02;0,8;95;75;Buah;KZGMI-2001;;;;;;;;
707;ER083;Tunggal;Pisang kidang, segar;75,4;96;1;0,2;22,5;0,6;0,9;87;173;0,6;6;418,8;0,22;0,5;-;38;58;0,04;0,1;0,9;2;70;Buah;KZGPI-1990;;;;;;;;
708;ER084;Tunggal;Pisang lampung, segar;72,1;99;1,3;0,2;25,6;4,3;0,8;10;19;0,9;28;475;0,25;0,5;-;43;618;0,07;0,12;1;4;75;Buah;DABM-1964;;;;;;;;
709;ER085;Tunggal;Pisang mas bali ampenan, segar;76,8;92;1,4;0,2;21;3,7;0,5;7;29;1,2;32;272;0,18;0,4;-;14;-;0,09;0,03;0,6;11;75;Buah;KZGMI-2001;;;;;;;;
710;ER086;Tunggal;Pisang mas bali kopang, segar;64,2;127;1,4;0,2;31,8;3,7;2,4;10;-;0,1;43;616;0,12;0,4;-;21;-;0,21;0,05;0,9;17;75;Buah;KZGMI-2001;;;;;;;;
711;ER087;Tunggal;Pisang mas, segar;64,2;127;1,4;0,2;33,6;1,4;0,6;7;25;0,8;42;392;195,78;0,5;-;17;79;0,09;0,08;4,5;2;85;Buah;DABM-1964;;;;;;;;
712;ER088;Tunggal;Pisang raja sereh, segar;69,3;108;1,3;0,3;28,2;0,7;1;16;38;0,1;31;522,6;0,27;0,6;-;48;480;0,02;0,08;1,1;2;86;Buah;KZGPI-1990;;;;;;;;
713;ER089;Tunggal;Pisang raja, segar;65,8;120;1,2;0,2;31,8;5,3;1;10;22;0,8;35;582,2;0,31;0,7;-;53;950;0,06;0,14;1,2;10;70;Buah;DABM-1964;;;;;;;;
714;ER090;Tunggal;Pisang rotan, segar;76,1;98;1,3;1,2;20,5;1;0,9;17;51;1,1;24;406,9;0,21;0,5;-;37;697;0,01;0,1;0,9;2;56;Buah;KZGPI-1990;;;;;;;;
715;ER091;Tunggal;Pisang talas, segar;71;113;1,2;0,2;26,7;4,4;0,9;22;22;0,6;29;48;0,26;0,1;-;159;-;0,12;0,03;1;9;75;Buah;KZGMI-2001;;;;;;;;
716;ER092;Tunggal;Pisang tujuh bulan;75,9;94;0,6;0,2;22,5;3,7;0,8;50;20;0,2;-;4;0,1;0,4;-;72;-;0,03;0,03;0,3;6;75;Buah;KZGMI-2001;;;;;;;;
717;ER093;Tunggal;Pisang ua, segar;67,8;128;0,8;0,5;30,2;8,1;0,7;12;28;0,7;33;382;0,2;0,3;-;5;-;0,09;0,01;1,2;4;75;Buah;KZGMI-2001;;;;;;;;
718;ER094;Tunggal;Pisang uli, segar;61,8;134;1,1;0,5;35,5;1,4;1,1;31;53;0,9;39;650,3;0,34;0,7;-;59;113;0,11;0,16;1,4;3;77;Buah;KZGPI-1990;;;;;;;;
719;ER095;Tunggal;Purut, segar;81,1;76;4,1;1,1;15,2;1,7;1,4;30;76;0,6;10;285,2;-;-;-;27;93;0,01;0,11;-;-;34;Buah;KZGPI-1990;;;;;;;;
720;ER096;Tunggal;Rambutan binjai, segar;81;76;0,5;0,2;18;3,8;0,3;15;22;1,2;22;120;0,2;0,2;-;-;-;0,19;0,01;0,4;13;40;Buah;KZGMI-2001;;;;;;;;
721;ER097;Tunggal;Rambutan, segar;80,5;69;0,9;0,1;18,1;0,8;0,4;16;16;0,5;16;104,2;0,17;0,1;-;-;-;-;0,07;0,5;58;40;Buah;DABM-1964;;;;;;;;
722;ER098;Tunggal;Salak bali, segar;85,1;57;0,5;0,1;13,6;1,3;0,7;94;25;2,1;-;-;0,08;0,2;-;48;37;-;-;-;0,4;93;Buah;KZGPI-1990;;;;;;;;
723;ER099;Tunggal;Salak medan, segar;78,1;55;0,4;0,2;12,8;3,2;8,5;6;46;0,5;39;113;0,2;0,3;-;4;-;0,04;0,03;-;58;93;Buah;KZGMI-2001;;;;;;;;
724;ER100;Tunggal;Salak pondoh, segar;77,9;87;0,8;0,4;20,1;-;0,8;38;31;3,9;-;-;0,08;0,2;-;-;40;-;0,12;0,1;8;59;Buah;KZGPI-1990;;;;;;;;
725;ER101;Tunggal;Salak, segar;78;77;0,4;-;20,9;-;0,7;28;18;4,2;-;-;0,08;0,2;-;48;-;0,04;-;-;2;93;Buah;DABM-1964;;;;;;;;
726;ER102;Tunggal;Sawo duren, segar;87,3;64;1;3,1;8;0,8;0,6;18;45;0,8;13;111,4;0,02;0,1;-;-;-;0,01;0,02;0,1;1;64;Buah;KZGPI-1990;;;;;;;;
727;ER103;Tunggal;Sawo kecik, segar;73,8;111;0,9;2,3;21,6;1;1,4;20;185;0,7;28;117,8;0,04;0,1;-;119;12;-;0,04;1,5;19;83;Buah;KZGPI-1990;;;;;;;;
728;ER104;Tunggal;Sawo Manila, segar;75,5;92;0,5;1,1;22,4;9,5;0,5;25;12;1;26;110,2;0,04;0,1;-;111;60;0,01;0,04;1,4;21;79;Buah;DABM-1964;;;;;;;;
729;ER105;Tunggal;Semangka, segar;92,1;28;0,5;0,2;6,9;0,4;0,3;7;12;0,2;7;93,8;0,04;0,1;-;315;590;0,05;0,05;0,3;6;46;Buah;DABM-1964;;;;;;;;
730;ER106;Tunggal;Sirsak, segar;81,7;65;1;0,3;16,3;3,2;0,7;14;27;0,6;2;298,9;0,08;1;-;8;10;0,07;0,08;0,7;20;68;Buah;DABM-1964;;;;;;;;
731;ER107;Tunggal;Sowa, segar;87,7;48;1,6;0,6;9,1;45;10;50;40;0,3;9;-;0,1;1,5;-;364;-;0,15;0,23;0,2;4;-;Buah;KZGMI-2001;;;;;;;;
732;ER108;Tunggal;Srikaya, segar;83,4;63;1,1;0,5;13,9;2,1;1,1;127;30;2,7;-;-;-;-;-;-;31;0,08;-;-;28;48;Buah;KZGPI-1990;;;;;;;;
733;ER109;Tunggal;Sukun muda, segar;69,4;119;1,4;0,2;28,1;1,4;1;24;44;1,4;24;414,4;0,09;0,1;-;28;4.896;0,17;0,17;3,7;52;84;Buah;KZGPI-1990;;;;;;;;
734;ER110;Tunggal;Sukun tua, segar;67,8;126;1,6;0,2;24,5;1,5;1;37;47;1,6;25;436;0,09;0,1;-;30;2.000;0,18;0,17;3,9;58;88;Buah;KZGPI-1990;;;;;;;;
735;ER111;Tunggal;Vigus, segar;88;44;2,4;0,1;8,3;-;1,2;30;20;0,3;2;180;0,1;0,2;-;-;-;0,26;0,01;-;43;-;Buah;KZGMI-2001;;;;;;;;
736;ER112;Tunggal;Wani, segar;81,2;74;0,8;0,3;17,1;3,1;0,6;66;29;1,2;-;-;-;-;-;-;32;0,08;-;-;80;77;Buah;KZGPI-1990;;;;;;;;
737;ER113;Tunggal;Mentimun Suri, segar;96,3;16;1,3;0;2,1;0,9;2,9;768;422;-;-;1.008,00;-;-;-;-;-;-;-;-;25;-;Buah;PHKA2-2008;;;;;;;;
738;ER114;Tunggal;Blewah, segar;90,2;34;0,8;0,2;8,2;0,9;0,7;9;15;0,2;16;267;0,04;0,2;-;2.029;-;0,04;0,02;0,7;37;-;Buah;TGMF-2006;;;;;;;;
739;FP001;Olahan;Ayam, ampela, goreng;4,8;270;32,3;11,2;9,9;-;1,8;129;314;4,9;980;-;0,12;3,3;56;-;-;0,21;-;4,7;-;100;Daging;KZGMS-1993;;;;;;;;
740;FP002;Olahan;Ayam, usus, goreng;4,6;473;45,2;26,3;13,9;-;10,1;1.407;458;8,4;-;-;-;-;6;-;224;0,57;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
741;FP003;Olahan;Bebek, daging, goreng;48,8;300;24;20,7;4,5;-;2;170;170;4,1;34;6;0,4;3;-;-;-;0,1;0,4;10,6;-;100;Daging;KZGMI-2001;;;;;;;;
742;FP004;Olahan;Buaya, daging, dendeng, mentah;12,3;365;49,6;4,8;30,8;-;2,5;60;130;4,3;500;680;0,2;11,6;-;-;-;-;-;0,2;-;100;Daging;KZGMI-2001;;;;;;;;
743;FP005;Olahan;Ham;42;384;16,9;35;0,3;-;5,8;10;136;2,5;112;819,3;0,11;0,4;-;-;-;0,7;0,95;9,7;-;100;Daging;DABM-1964;;;;;;;;
744;FP006;Olahan;Itik alabio, daging, dendeng, mentah;12,7;496;30,3;33,5;18,4;-;5,1;135;370;12,5;1.081;478;0,7;0,3;-;-;-;-;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
745;FP007;Olahan;Kerupuk urat;3,6;588;53,7;40,9;1,2;-;0,6;36;15;1,3;1.024;37;0,1;0,2;2.802;-;-;-;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
746;FP008;Olahan;Menjangan, daging, dendeng, mentah;14,3;322;55,8;2;22,7;-;5,3;55;310;2,1;765;1.282,00;1,7;3,2;3.391;26;-;-;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
747;FP009;Olahan;Punai, daging, goreng;54,5;224;26,2;11,3;4,4;-;3,6;362;362;3,1;2;19;0,3;1,6;-;-;-;-;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
748;FP010;Olahan;Rusa, daging, dendeng, mentah;18,3;536;40,5;41,5;-;-;2,5;90;420;13,4;130;690;0,3;10,7;285;-;-;-;-;0,2;-;100;Daging;KZGMI-2001;;;;;;;;
749;FP011;Olahan;Sapi, abon;7,1;212;18;10,6;59,3;7,5;4,7;150;209;12,3;-;-;-;-;-;240;138;0,17;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
750;FP012;Olahan;Sapi, abon, asli;24,8;358;14,6;16,1;38,6;2,5;5,8;165;136;14,6;-;-;-;-;3;194;144;0,13;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
751;FP013;Olahan;Sapi, daging, asap;60;182;32;6;-;-;2;15;300;5;1.620;485,4;0,03;5,1;6;-;-;0,12;0,23;5,9;-;100;Daging;DABM-1964;;;;;;;;
752;FP014;Olahan;Sapi, daging, dendeng, mentah;25;301;55;9;-;-;11;30;370;5,1;-;-;-;-;-;-;-;0,1;-;-;-;100;Daging;DABM-1964;;;;;;;;
753;FP015;Olahan;Sapi, daging, kornet;53;289;16;25;-;-;6;10;170;4;794;94,4;0,07;4;-;52;-;0,01;0,16;2,7;-;100;Daging;DABM-1964;;;;;;;;
754;FP016;Olahan;Sapi, daging, sosis (Worst);37,6;448;14,5;42,3;2,3;-;3,3;28;61;1,1;765;284,5;0,06;1,7;-;-;-;0,1;0,18;4,9;-;100;Daging;DABM-1964;;;;;;;;
755;FP017;Olahan;Sapi, hati, sosis (liverworst);56,6;274;16;22;3;2,3;2,4;20;150;4;654;158,8;0,22;2,2;1.201;-;-;0,2;0,96;4;-;100;Daging;DABM-1964;;;;;;;;
756;FP018;Olahan;Sapi, paru, dendeng, mentah;9,7;360;57,3;6;19,2;-;7,8;126;903;21,1;1.483;864;1,2;6,1;2.827;-;-;-;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
757;FP019;Olahan;Sapi, paru, goreng;45,5;268;23,9;12,7;14,5;-;3,1;102;315;8,8;923;299;-;1,5;790;-;-;-;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
758;FP020;Olahan;Ulat sagu, panggang;41,3;380;11,9;30,3;14,9;4,8;1,6;30;120;1,5;260;550;3,1;14,2;-;-;-;0,5;2,5;0,1;-;100;Daging;KZGMI-2001;;;;;;;;
759;FP021;Olahan;Ayam goreng church texas, dada;42,2;338;35,2;20,6;0,4;-;1,5;79;221;5,6;800;369,5;0,16;1,1;16;-;80;0,52;0,16;12,1;-;100;Daging;KZGPI-1990;;;;;;;;
760;FP022;Olahan;Ayam goreng church,texas paha;50,3;287;31;15,7;1,7;-;1,3;99;176;4,1;723;257;0,17;1,5;22;-;30;0,66;0,2;5,3;-;100;Daging;KZGPI-1990;;;;;;;;
761;FP023;Olahan;Ayam goreng church texas, sayap;47,2;295;34;16;1,5;-;1,3;81;179;3;771;237,2;0,16;1,2;13;-;50;0,44;0,13;6,2;-;100;Daging;KZGPI-1990;;;;;;;;
762;FP024;Olahan;Ayam goreng kalasan, paha;46,2;275;37,4;12,2;1,3;-;2,9;116;237;5,8;176;321,9;0,16;1,5;10;-;50;0,1;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
763;FP025;Olahan;Ayam goreng kentucky, dada;46,5;298;34,2;16,8;0,1;-;2,5;90;284;5,5;741;342;0,07;1;36;-;50;0,19;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
764;FP026;Olahan;Ayam goreng Kentucky, paha;48,7;286;32,1;16,1;1,1;-;2;89;248;6,9;746;265,2;0,09;2,3;31;-;20;0,5;0,21;5,5;-;100;Daging;KZGPI-1990;;;;;;;;
765;FP027;Olahan;Ayam goreng Kentucky,sayap;44,7;297;35,9;15,2;1,6;-;2,6;103;227;4,4;807;248,4;0,06;1,4;22;-;70;0,73;0,14;6,5;-;100;Daging;KZGPI-1990;;;;;;;;
766;FP028;Olahan;Ayam goreng mbok berek dada;43,4;295;39,2;13,6;1;-;2,8;114;278;5,4;-;-;-;-;8;-;50;0,19;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
767;FP029;Olahan;Ayam goreng pasundan, dada;50,1;246;37,9;9;0,7;-;2,3;90;260;7,5;-;-;-;-;6;-;70;0,16;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
768;FP030;Olahan;Ayam goreng pasundan, paha;52,8;245;33,1;11,4;0,3;-;2,5;90;283;7,3;-;-;-;-;8;-;40;0,37;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
769;FP031;Olahan;Ayam goreng pioneer, dada;44,5;295;37,4;14,7;0,6;-;2,7;108;236;6,8;-;-;-;-;16;-;80;0,1;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
770;FP032;Olahan;Ayam goreng sukabumi, dada;49,8;244;36,7;9,2;1;-;3,4;81;154;6,1;-;-;-;-;20;-;80;0,66;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
771;FP033;Olahan;Ayam goreng sukabumi, paha;46;283;35,7;14,3;0,5;-;3,6;68;106;5,4;-;-;-;-;11;-;60;0,36;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
772;FP034;Olahan;Ayam taliwang, masakan;57,5;264;18,2;20,1;2,7;-;1,5;94;164;2;507;408;0,4;12,3;1.067;-;-;-;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
773;FP035;Olahan;Babi hutan masak rica, masakan;56,2;491;24,6;16,3;0,2;-;2,7;18;144;1,2;1.415;327;0,2;2,6;2.193;-;-;0,61;0,47;-;0,2;100;Daging;KZGMI-2001;;;;;;;;
774;FP036;Olahan;Beef burger;45,5;258;10,6;9,5;32,5;0,4;2,2;210;157;2,6;572;189,1;-;-;218;-;7.580;0,95;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
775;FP037;Olahan;Beef teriyaki, masakan;65,1;151;8,6;3,1;22,3;0,3;0,9;142;62;2,3;377;-;-;-;22;-;400;0,53;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
776;FP038;Olahan;Beef yakiniku, masakan;67,7;132;9,8;1,1;20,7;0,3;0,8;302;67;2;409;-;-;-;78;-;700;0,62;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
777;FP039;Olahan;Brongkos;76,4;141;15,3;3,3;12,6;1;2,4;87;97;5,1;-;-;-;-;4;-;356;0,4;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
778;FP040;Olahan;Bulgogi, masakan;84,2;72;11,4;4,9;1,4;1,7;0,7;214;86;2,5;509;-;-;-;17;-;-;1,08;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
779;FP041;Olahan;Chicken teriyaki, masakan;68,2;168;13;9,6;7,5;0,8;1,7;137;106;3,1;959;-;-;-;68;-;2.200;0,65;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
780;FP042;Olahan;Chikiniku, masakan;65,4;143;9,8;1,4;22,8;0,4;0,6;301;63;2;531;-;-;-;27;-;1.280;0,73;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
781;FP043;Olahan;Coto mangkasara, kuda, masakan;83,5;96;6,8;5,9;3,8;-;0,9;11;106;2,3;96;31;0,1;1;-;-;-;0,23;0,14;4,2;-;100;Daging;KZGMI-2001;;;;;;;;
782;FP044;Olahan;Coto mangkasara, sapi, masakan;85,9;84;6;6;1,4;-;0,7;8;104;4;90;25;0,3;0,6;-;-;-;0,16;0,14;10,3;-;100;Daging;KZGMI-2001;;;;;;;;
783;FP045;Olahan;Djibokum, masakan;43,4;248;10;2,3;40,9;0,1;3,4;116;110;2,8;401;-;-;-;52;-;1.920;0,75;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
784;FP046;Olahan;Empal (daging) Goreng, masakan;43,9;248;36,2;6,9;10,1;-;2;131;235;6,4;848;-;-;-;112;-;620;0,55;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
785;FP047;Olahan;Gulai kambing;78,4;126;4,2;9,4;6,2;-;1,8;45;73;1,3;302;138;0,2;1,1;151;-;-;0,13;0,01;-;-;100;Daging;KZGMI-2001;;;;;;;;
786;FP048;Olahan;Jangang bintatoeng, masakan;73,6;107;5,3;2,2;16,5;-;2,4;64;61;2,5;482;406;0,2;0,8;-;-;-;0,18;0,02;3,4;-;100;Daging;KZGMI-2001;;;;;;;;
787;FP049;Olahan;Kalio ayam, masakan;64,7;203;16;13,5;4,4;-;1,4;278;177;4,2;534;-;-;-;105;-;3.780;0,35;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
788;FP050;Olahan;Kalio jeroan, masakan;68,9;163;16,5;9;4,1;-;1,5;102;268;7,1;570;-;-;-;298;-;1.960;0,7;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
789;FP051;Olahan;Kalio kikil (tunjang), masakan;75,3;122;13,8;5,7;3,9;-;1,3;154;59;3,4;519;-;-;-;36;-;1.440;0,38;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
790;FP052;Olahan;Kalio otak, masakan;70,3;157;8,1;8,8;11,4;-;1,4;212;69;3,3;604;-;-;-;32;-;1.040;0,45;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
791;FP053;Olahan;Lawar babi, masakan;68,8;174;17;10;3;-;1,2;61;141;3;-;-;-;-;-;-;-;0,1;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
792;FP054;Olahan;Lawar penyu, masakan;66,3;141;23;1,5;7,6;-;1,6;69;141;6;-;-;-;-;-;-;-;0,1;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
793;FP055;Olahan;Lawara jangang, masakan;72,4;159;5;10,9;10,1;-;1,6;57;107;1,5;400;2.368,00;0,1;1;14;-;-;0,25;0,16;-;-;100;Daging;KZGMI-2001;;;;;;;;
794;FP056;Olahan;Naan maran sapi, masakan;14,8;478;38,3;33,9;5,1;-;7,9;30;390;11,8;220;320;0,6;3,9;33;-;-;-;-;0,2;-;100;Daging;KZGMI-2001;;;;;;;;
795;FP057;Olahan;Nasu likku, masakan;59;196;14,5;8,3;15,9;-;2,3;69;157;1;386;470;0,3;2;-;-;-;0,2;0,24;1,5;-;100;Daging;KZGMI-2001;;;;;;;;
796;FP058;Olahan;Oramu ninahu ndawa olaho, masakan;74,9;117;13,7;5;4,3;-;0,1;964;804;2;-;727;0,3;1,5;4.095;-;-;0,77;0,04;1,7;-;100;Daging;KZGMI-2001;;;;;;;;
797;FP059;Olahan;Paniki masak santan, masakan;25,4;460;28,5;35,2;7,2;-;3,7;188;357;5,5;2.002;532;0,4;2,5;954;-;-;0,27;0,19;-;-;100;Daging;KZGMI-2001;;;;;;;;
798;FP060;Olahan;Pelolah manuk, masakan;60;219;19,7;13,6;4,4;-;2,3;33;160;1,6;577;-;-;-;137;-;1.940;0,42;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
799;FP061;Olahan;Rawon, masakan;86;60;5,4;2,5;4;0,3;1,7;272;153;3,3;-;-;-;-;11;-;1.235;0,09;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
800;FP062;Olahan;Rendang sapi, masakan;57,9;193;22,6;7,9;7,8;-;3,8;474;211;14,9;-;-;-;-;21;-;534;0,12;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
801;FP063;Olahan;RW, anjing, masakan;60,8;198;24,6;10,7;0,9;-;3;1.071;876;4;1.604;226;0,1;2,8;256;-;-;0,35;0,2;-;-;100;Daging;KZGMI-2001;;;;;;;;
802;FP064;Olahan;Sate, penyu, masakan;57,4;179;22,5;3,5;13,3;-;3,3;187;238;14,4;-;-;-;-;-;-;-;0,1;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
803;FP065;Olahan;Sate pusut, masakan;52,1;274;12,9;18,6;13,6;-;2,8;63;190;2,7;609;-;-;-;133;-;-;0,06;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
804;FP066;Olahan;Penyu, serapah, masakan;71,3;174;13,1;12,2;2,2;-;1,2;72;186;9,5;-;507;0,8;2,4;1.302;-;-;-;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
805;FP067;Olahan;Sie reuboh, masakan;32,4;474;11,2;42,5;11,7;-;2,2;26;62;1,3;677;176;2,4;3,2;141;9;-;0,46;0,26;-;-;100;Daging;KZGMI-2001;;;;;;;;
806;FP068;Olahan;Sop buntut, masakan;86,1;71;7,5;3,6;2,2;-;0,6;286;38;3,2;490;-;-;-;119;-;2.900;0,14;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
807;FP069;Olahan;Sop daging sapi, masakan;87,5;49;5,8;0,5;5,3;-;0,9;158;48;2,2;391;-;-;-;101;-;3.320;0,37;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
808;FP070;Olahan;Sop kaki sapi, masakan;84,5;68;9;1,9;3,7;-;0,9;302;15;2,2;435;-;-;-;48;-;150;0,46;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
809;FP071;Olahan;Sop kambing, masakan;91,6;34;5,5;0,8;1,1;-;1;145;37;1,6;348;-;-;-;48;-;80;0,57;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
810;FP072;Olahan;Sop konro, masakan;85;71;7,4;2,6;4,5;-;0,5;17;60;4,6;184;25;0,3;1,3;-;-;-;0,12;0,02;10,9;-;100;Daging;KZGMI-2001;;;;;;;;
811;FP073;Olahan;Sop saudara, masakan;82,4;89;7,2;5;3,9;-;1,5;10;174;9;274;50;0,2;1,1;-;-;-;0,09;0,12;2;-;100;Daging;KZGMI-2001;;;;;;;;
812;FP074;Olahan;Soto bandung, masakan;89,9;42;3,9;1,7;2,8;0,4;1,8;74;75;1,8;-;-;-;-;6;20;0,1;-;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
813;FP075;Olahan;Soto banjar, masakan;83,7;110;2,9;9,5;3,2;-;0,7;28;28;0,3;36;6;-;0,2;12;-;770;0,05;-;-;-;100;Daging;KZGMI-2001;;;;;;;;
814;FP076;Olahan;Soto betawi, masakan;75,9;135;2,5;8,8;11,5;0,5;1,3;222;72;1,9;-;-;-;-;6;-;336;0,04;-;-;-;100;Daging;KZGPI-1990;;;;;;;;
815;FP077;Olahan;Soto jeroan, masakan;81,4;92;11,8;4,3;1,4;-;1,1;218;48;1,9;363;-;-;-;85;-;440;0,36;-;-;-;100;Daging;KZGMS-1993;;;;;;;;
816;FP078;Olahan;Soto kudus, masakan;91,6;38;2,6;2,3;1,8;0,2;1,7;237;67;1,7;-;-;-;-;23;-;128;0,06;-;0,5;-;100;Daging;KZGPI-1990;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;(g);(kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;;;;;;;
