Code,Foods,Synonyms,energy,water,protein,fat,carbohydr.,dietary fiber,minerals,org. acids,alcohol,Vit. A,retinol,carotene,Vit. D,Vit. E (eq.),Vit. E,Vit. K,Vit. B1,Vit. B2,niacine,niacineequiv.,pantoth. acid,Vit. B6,biotine,folic acid eq.,tot. fol.acid,free fol.acid,Vit. B12,Vit. C,sodium,potassium,calcium,magnesium,phosphorus,sulfur,chlorine,iron,zinc,copper,manganese,fluorine,iodine,mannit,sorbit,xylit
ZIN0080,nastar,,"      866,000",,"        4,400","        2,000","       42,900","        0,600",,,,"       32,000","       32,000",,"        0,000","        0,000",,,"        0,030","        0,100","        0,300",,"        0,320","        0,030",,,"       11,000",,"        0,200","        0,000","       22,000","       45,000","       12,000","        7,000","       54,000",,,"        0,500","        0,300","        0,040","        0,160",,,,,
ZIN0081,pati ganyong,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0082,pati irut / kerut,,"     1594,000",,"        0,300","        0,100","       91,300","        0,900",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,000","        0,000","        0,000",,"        0,000","        0,000",,,"        0,000",,"        0,000","        0,000","        9,000","        3,000","        2,000","        3,000","       13,000",,,"        0,500","        0,100","        0,050","        0,050",,,,,
ZIN0083,roti bakar meises,,"     1188,000",,"        8,600","        4,300","       52,500","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,080","        0,900",,"        0,420","        0,040",,,"       30,000",,"        0,000","        0,000","      579,000","      126,000","       11,000","       31,000","      106,000",,,"        0,600","        0,900","        0,220","        0,520",,,,,
ZIN0084,roti choklat,,"     1188,000",,"        8,600","        4,300","       52,500","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,080","        0,900",,"        0,420","        0,040",,,"       30,000",,"        0,000","        0,000","      579,000","      126,000","       11,000","       31,000","      106,000",,,"        0,600","        0,900","        0,220","        0,520",,,,,
ZIN0085,roti daging,,"     1192,000",,"       10,300","        5,800","       46,700","        2,500",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,090","        1,100",,"        0,390","        0,070",,,"       29,000",,"        0,200","        0,000","      553,000","      135,000","        9,000","       27,000","      113,000",,,"        0,600","        1,200","        0,180","        0,460",,,,,
ZIN0086,roti goreng,,"     1657,000",,"        7,000","       22,400","       41,500","        2,200",,,,"        0,000","        0,000",,"        0,000","        1,000",,,"        0,090","        0,060","        0,700",,"        0,310","        0,030",,,"       25,000",,"        0,000","        0,000","      487,000","       90,000","        8,000","       22,000","       84,000",,,"        0,400","        0,700","        0,150","        0,410",,,,,
ZIN0087,roti isi kac ijo,,"     1079,000",,"        8,700","        2,800","       48,800","        3,200",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,120","        0,080","        0,900",,"        0,390","        0,050",,,"       49,000",,"        0,000","        0,000","      549,000","      130,000","       11,000","       30,000","      110,000",,,"        0,700","        0,900","        0,200","        0,510",,,,,
ZIN0088,roti isi nanas,,"     1054,000",,"        7,500","        2,600","       49,100","        2,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,090","        0,070","        0,800",,"        0,330","        0,030",,,"       26,000",,"        0,000","        0,000","      518,000","       96,000","        9,000","       23,000","       89,000",,,"        0,400","        0,800","        0,160","        0,430",,,,,
ZIN0089,roti isi strawberry,,"     1054,000",,"        7,500","        2,600","       49,100","        2,400",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,090","        0,070","        0,800",,"        0,330","        0,030",,,"       26,000",,"        0,000","        0,000","      518,000","       96,000","        9,000","       23,000","       89,000",,,"        0,400","        0,800","        0,160","        0,430",,,,,
ZIN0090,roti keju,,"     1172,000",,"        9,600","        4,500","       49,400","        2,700",,,,"       15,000","       15,000",,"        0,000","        0,000",,,"        0,110","        0,100","        0,900",,"        0,390","        0,040",,,"       30,000",,"        0,000","        0,000","      610,000","      112,000","       46,000","       27,000","      125,000",,,"        0,500","        1,000","        0,180","        0,490",,,,,
ZIN0091,roti kukis,,"     1188,000",,"        8,600","        4,300","       52,500","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,080","        0,900",,"        0,420","        0,040",,,"       30,000",,"        0,000","        0,000","      579,000","      126,000","       11,000","       31,000","      106,000",,,"        0,600","        0,900","        0,220","        0,520",,,,,
ZIN0092,roti manis,,"     1192,000",,"        7,900","        2,700","       56,700","        2,500",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,100","        0,070","        0,800",,"        0,350","        0,040",,,"       28,000",,"        0,000","        0,000","      548,000","      102,000","        9,000","       24,000","       95,000",,,"        0,500","        0,800","        0,180","        0,460",,,,,
ZIN0093,roti mocca,,"     1188,000",,"        8,600","        4,300","       52,500","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,080","        0,900",,"        0,420","        0,040",,,"       30,000",,"        0,000","        0,000","      579,000","      126,000","       11,000","       31,000","      106,000",,,"        0,600","        0,900","        0,220","        0,520",,,,,
ZIN0094,roti mukka special,,"     1188,000",,"        8,600","        4,300","       52,500","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,080","        0,900",,"        0,420","        0,040",,,"       30,000",,"        0,000","        0,000","      579,000","      126,000","       11,000","       31,000","      106,000",,,"        0,600","        0,900","        0,220","        0,520",,,,,
ZIN0095,"roti pawa rp,50",,"     1146,000",,"        8,800","        3,000","       51,900","        2,800",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,110","        0,080","        0,900",,"        0,390","        0,040",,,"       31,000",,"        0,000","        0,000","      609,000","      113,000","       10,000","       27,000","      105,000",,,"        0,500","        0,900","        0,190","        0,510",,,,,
ZIN0096,roti pisang,,"      615,000",,"        3,300","        1,300","       32,000","        2,500",,,,"        6,000","        0,000",,"        0,000","        0,000",,,"        0,070","        0,090","        0,600",,"        0,300","        0,420",,,"       23,000",,"        0,000","        6,000","      183,000","      311,000","        7,000","       28,000","       46,000",,,"        0,400","        0,400","        0,130","        0,260",,,,,
ZIN0097,roti selei nenas,,"     1172,000",,"        8,400","        2,900","       54,300","        2,700",,,,"        0,000","        0,000",,"        0,000","        0,000",,,"        0,100","        0,080","        0,900",,"        0,370","        0,040",,,"       29,000",,"        0,000","        0,000","      579,000","      107,000","       10,000","       26,000","      100,000",,,"        0,500","        0,900","        0,180","        0,490",,,,,
ZIN0098,roti sisir,,"      766,000",,"        5,000","        2,000","       36,000","        1,400",,,,"       10,000","       10,000",,"        0,000","        0,000",,,"        0,060","        0,070","        0,500",,"        0,270","        0,030",,,"       18,000",,"        0,100","        0,000","      311,000","       63,000","        8,000","       14,000","       61,000",,,"        0,300","        0,500","        0,100","        0,260",,,,,
